11/1 21:18:27.421  Naljub gains Prayer of Fortitude.
11/1 21:40:38.046  Trigaar 's Frostbolt crits Kiggler the Crazed for 2467 Frost damage.
11/1 21:40:38.046  Olm the Summoner attacks. Shagz dodges.
11/1 21:40:38.062  Olm the Summoner suffers 514 Shadow damage from Extremehorde 's Corruption.
11/1 21:40:38.125  You fail to perform Shield Block: Not yet recovered.
11/1 21:40:38.125  Shagz attacks. Olm the Summoner dodges.
11/1 21:40:38.375  Kiggler the Crazed begins to cast Lightning Bolt.
11/1 21:40:38.390  Chiv gains 108 Mana from Chiv 's Illumination.
11/1 21:40:38.390  Your Fire Shield was resisted by High King Maulgar.
11/1 21:40:38.390  Bansheel 's Flash Heal heals Defaca for 2157.
11/1 21:40:38.390  Extremehorde 's Shadowmend heals Extremehorde for 13.
11/1 21:40:38.390  Ceedar 's Ferocious Bite hits Olm the Summoner for 1558.
11/1 21:40:38.390  Chadu crits Olm the Summoner for 427.
11/1 21:40:38.390  Ceedar hits Olm the Summoner for 198.
11/1 21:40:38.390  Mechanicbob hits Olm the Summoner for 152. (glancing)
11/1 21:40:38.406  Olm the Summoner suffers 536 Shadow damage from Lavode 's Corruption.
11/1 21:40:38.484  Olm the Summoner suffers 39 Physical damage from Ugor 's Deep Wound.
11/1 21:40:38.484  Mallousx 's Steady Shot hits Olm the Summoner for 789.
11/1 21:40:38.796  Chadu gains Slice and Dice.
11/1 21:40:38.812  Lavode 's Shadowmend heals Lavode for 14.
11/1 21:40:39.062  Your Heroic Strike was dodged by High King Maulgar.
11/1 21:40:39.078  Rok begins to cast Lightning Bolt.
11/1 21:40:39.078  Chadu crits Olm the Summoner for 729.
11/1 21:40:39.078  Olm the Summoner suffers 114 Shadow damage from Lutziffer 's Curse of Agony. (100 resisted)
11/1 21:40:39.078  Olm the Summoner suffers 240 Shadow damage from Extremehorde 's Curse of Agony.
11/1 21:40:39.078  Olm the Summoner suffers 163 Physical damage from Mechanicbob 's Rupture.
11/1 21:40:39.078  Demonea gains 19 Mana from Mana Spring Totem V 's Mana Spring.
11/1 21:40:39.125  Kiggler the Crazed is afflicted by Winter's Chill.
11/1 21:40:39.125  Mechanicbob 's Sinister Strike crits Olm the Summoner for 1364.
11/1 21:40:39.125  Bansheel gains 2502 Mana from Bansheel 's Restore Mana.
11/1 21:40:39.125  Chiv 's Flash of Light critically heals Defaca for 2028.
11/1 21:40:39.125  Extremehorde 's Shadowmend heals Extremehorde for 6.
11/1 21:40:39.125  Shagz suffers 450 Shadow damage from Olm the Summoner 's Dark Decay.
11/1 21:40:39.156  Olm the Summoner suffers 33 Nature damage from Mallousx 's Serpent Sting. (99 resisted)
11/1 21:40:39.375  Kiggler the Crazed 's Lightning Bolt is absorbed by Saldrin.
11/1 21:40:39.375  Mallousx 's Arcane Shot hits Olm the Summoner for 417 Arcane damage. (368 resisted)
11/1 21:40:39.375  Ceedar attacks. Olm the Summoner dodges.
11/1 21:40:39.375  Chadu hits Olm the Summoner for 156. (glancing)
11/1 21:40:39.375  Mechanicbob crits Olm the Summoner for 900.
11/1 21:40:39.593  Endless Blessings fades from Naewenn.
11/1 21:40:39.593  Death Coil fades from Ugor.
11/1 21:40:39.593  Chiv begins to cast Flash of Light.
11/1 21:40:39.593  Mechanicbob 's Improved Leader of the Pack heals Mechanicbob for 389.
11/1 21:40:39.593  Siid 's Flash of Light heals you for 1707.
11/1 21:40:39.593  Chadu 's Wound Poison hits Olm the Summoner for 66 Nature damage.
11/1 21:40:39.609  Mechanicbob crits Olm the Summoner for 396.
11/1 21:40:39.796  Naewenn begins to cast Greater Heal.
11/1 21:40:39.953  Ugor suffers 450 Shadow damage from Olm the Summoner 's Dark Decay.
11/1 21:40:39.953  Shagz gains Shield Block.
11/1 21:40:39.968  Krakenskull gains Lust for Battle.
11/1 21:40:39.968  Trigaar begins to cast Frostbolt.
11/1 21:40:39.968  Caridwen 's Arcane Blast hits Olm the Summoner for 1894 Arcane damage.
11/1 21:40:40.046  Shagz crits Olm the Summoner for 420.
11/1 21:40:40.046  Krakenskull 's Auto Shot crits Kiggler the Crazed for 1080.
11/1 21:40:40.046  Shagz 's Revenge was parried by Olm the Summoner.
11/1 21:40:40.046  Olm the Summoner hits Shagz for 1138. (269 blocked)
11/1 21:40:40.312  Olm the Summoner suffers 229 Shadow damage from Lavode 's Siphon Life.
11/1 21:40:40.312  Rok 's Lightning Bolt hits Kiggler the Crazed for 606 Nature damage.
11/1 21:40:40.312  Lavode 's Shadow Bolt crits Olm the Summoner for 2244 Shadow damage. (441 resisted)
11/1 21:40:40.312  Krosh Firehand 's Greater Fireball hits Defaca for 2226 Fire damage.
11/1 21:40:40.312  Your Master Healthstone heals you for 2496.
11/1 21:40:40.328  Olm the Summoner suffers 500 Shadow damage from Extremehorde 's Unstable Affliction.
11/1 21:40:40.328  Kiggler the Crazed begins to cast Lightning Bolt.
11/1 21:40:40.359  Caridwen is afflicted by Arcane Blast (2).
11/1 21:40:40.359  Chiv gains 108 Mana from Chiv 's Illumination.
11/1 21:40:40.375  Lavode 's Shadowmend heals Lavode for 5.
11/1 21:40:40.375  Lavode 's Siphon Life heals Lavode for 288.
11/1 21:40:40.375  Lavode 's Shadowmend heals Lavode for 56.
11/1 21:40:40.375  Extremehorde 's Shadowmend heals Extremehorde for 12.
11/1 21:40:40.437  Ceedar hits Olm the Summoner for 203.
11/1 21:40:40.437  Chadu crits Olm the Summoner for 654.
11/1 21:40:40.453  High King Maulgar attacks. You dodge.
11/1 21:40:40.546  You fail to perform Shield Block: Not yet recovered.
11/1 21:40:40.578  Olm the Summoner suffers 258 Fire damage from Lavode 's Immolate.
11/1 21:40:40.578  You attack. High King Maulgar parries.
11/1 21:40:40.578  Chadu hits Olm the Summoner for 188.
11/1 21:40:40.593  Saldrin 's Greater Heal critically heals Saldrin for 6484.
11/1 21:40:40.718  Olm the Summoner suffers 519 Shadow damage from Lavode 's Unstable Affliction.
11/1 21:40:40.718  Mechanicbob hits Olm the Summoner for 186. (glancing)
11/1 21:40:40.718  Olm the Summoner suffers 220 Shadow damage from Extremehorde 's Siphon Life.
11/1 21:40:40.734  Call of the Nexus fades from Caridwen.
11/1 21:40:40.734  Mechanicbob gains 15 Energy from Mechanicbob 's Combat Potency.
11/1 21:40:40.734  Kikoman gains 50 Focus from Krakenskull 's Go for the Throat.
11/1 21:40:40.734  Shagz gains 1 Rage from Shagz 's Shield Specialization.
11/1 21:40:40.734  Saldrin gains 300 Mana from Saldrin 's Mana Restore.
11/1 21:40:40.750  Lavode 's Shadowmend heals Lavode for 13.
11/1 21:40:40.750  Extremehorde 's Shadowmend heals Extremehorde for 5.
11/1 21:40:40.750  Extremehorde 's Siphon Life heals Extremehorde for 263.
11/1 21:40:40.781  You fail to perform Shield Block: Not yet recovered.
11/1 21:40:40.828  Mallousx begins to cast Multi-Shot.
11/1 21:40:40.890  Mallousx 's Auto Shot missed Olm the Summoner.
11/1 21:40:40.984  You fail to perform Shield Block: Not yet recovered.
11/1 21:40:41.078  Trigaar 's Frostbolt hits Kiggler the Crazed for 1217 Frost damage.
11/1 21:40:41.078  Olm the Summoner suffers 226 Shadow damage from Lutziffer 's Curse of Agony.
11/1 21:40:41.078  Olm the Summoner suffers 257 Shadow damage from Extremehorde 's Corruption. (227 resisted)
11/1 21:40:41.078  Olm the Summoner suffers 320 Shadow damage from Extremehorde 's Curse of Agony.
11/1 21:40:41.078  Olm the Summoner suffers 163 Physical damage from Mechanicbob 's Rupture.
11/1 21:40:41.078  Demonea gains 19 Mana from Mana Spring Totem V 's Mana Spring.
11/1 21:40:41.140  Bansheel begins to cast Flash Heal.
11/1 21:40:41.140  Chadu 's Improved Leader of the Pack heals Chadu for 459.
11/1 21:40:41.140  Chiv 's Flash of Light heals Defaca for 1318.
11/1 21:40:41.140  Extremehorde 's Shadowmend heals Extremehorde for 6.
11/1 21:40:41.140  Defaca 's Fire Blast hits Krosh Firehand for 1396 Fire damage.
11/1 21:40:41.140  Extremehorde 's Shadowmend heals Extremehorde for 8.
11/1 21:40:41.203  Shagz suffers 450 Shadow damage from Olm the Summoner 's Dark Decay.
11/1 21:40:41.859  Ceedar crits Olm the Summoner for 440.
11/1 21:40:41.859  Mechanicbob crits Olm the Summoner for 995.
11/1 21:40:41.859  Kiggler the Crazed 's Lightning Bolt hits Krakenskull for 764 Nature damage. (764 resisted)
11/1 21:40:41.859  Mallousx 's Auto Shot hits Olm the Summoner for 718.
11/1 21:40:41.875  Olm the Summoner suffers 536 Shadow damage from Lavode 's Corruption.
11/1 21:40:41.875  Olm the Summoner suffers 39 Physical damage from Ugor 's Deep Wound.
11/1 21:40:41.984  Saldrin gains Inspiration.
11/1 21:40:41.984  Saldrin gains Fade.
11/1 21:40:42.000  Wild Fel Stalker is afflicted by Enslave Demon.
11/1 21:40:42.015  Chiv begins to cast Flash of Light.
11/1 21:40:42.015  Mechanicbob 's Sinister Strike hits Olm the Summoner for 602.
11/1 21:40:42.015  Mechanicbob 's Instant Poison VII hits Olm the Summoner for 192 Nature damage.
11/1 21:40:42.015  Lavode 's Shadowmend heals Lavode for 14.
11/1 21:40:42.015  Chadu hits Olm the Summoner for 190.
11/1 21:40:42.015  Chadu crits Olm the Summoner for 656.
11/1 21:40:42.031  Shagz misses Olm the Summoner.
11/1 21:40:42.031  Mechanicbob crits Olm the Summoner for 451.
11/1 21:40:42.031  Ugor suffers 450 Shadow damage from Olm the Summoner 's Dark Decay.
11/1 21:40:42.031  Kiggler the Crazed is afflicted by Winter's Chill (2).
11/1 21:40:42.031  Siid gains Light's Grace.
11/1 21:40:42.046  Extremehorde gains Shadow Trance.
11/1 21:40:42.062  Dark Decay fades from Ugor.
11/1 21:40:42.062  Your Thunder Clap hits High King Maulgar for 149.
11/1 21:40:42.062  Siid 's Holy Light critically heals you for 7163.
11/1 21:40:42.125  Olm the Summoner hits Shagz for 1478. (269 blocked)
11/1 21:40:42.187  You hit High King Maulgar for 133. (glancing)
11/1 21:40:42.187  High King Maulgar hits you for 4766. (398 blocked)
11/1 21:40:42.203  Olm the Summoner suffers 132 Nature damage from Mallousx 's Serpent Sting.
11/1 21:40:42.265  Mallousx 's Multi-Shot hits Olm the Summoner for 1031.
11/1 21:40:42.281  Naewenn gains Meditation.
11/1 21:40:42.281  Lightning Speed fades from Mechanicbob.
11/1 21:40:42.281  Mechanicbob 's Mace Stun Effect fails. Olm the Summoner is immune.
11/1 21:40:42.296  Naewenn 's Greater Heal heals Shagz for 4207.
11/1 21:40:42.359  Chadu 's Backstab crits Olm the Summoner for 2099.
11/1 21:40:42.359  Ceedar hits Olm the Summoner for 140. (glancing)
11/1 21:40:42.359  Caridwen 's Arcane Missiles hits Olm the Summoner for 800 Arcane damage.
11/1 21:40:42.578  Wild Fel Stalker hits Olm the Summoner for 1447.
11/1 21:40:42.593  Krakenskull 's Auto Shot crits Kiggler the Crazed for 1072.
11/1 21:40:42.593  Lutziffer begins to cast Shadow Bolt.
11/1 21:40:42.593  Rok begins to cast Lightning Bolt.
11/1 21:40:42.593  Chadu hits Olm the Summoner for 193.
11/1 21:40:42.718  Shield Block fades from Shagz.
11/1 21:40:42.718  Shagz is afflicted by Dark Decay (2).
11/1 21:40:42.718  Trigaar begins to cast Frostbolt.
11/1 21:40:42.718  Shagz gains 1 Rage from Shagz 's Shield Specialization.
11/1 21:40:42.734  You gain 1 Rage from Shield Specialization.
11/1 21:40:42.734  You reflect 22 Fire damage to High King Maulgar.
11/1 21:40:42.734  Bansheel 's Flash Heal heals Defaca for 2201.
11/1 21:40:42.734  Chadu 's Wound Poison hits Olm the Summoner for 66 Nature damage.
11/1 21:40:43.046  Mechanicbob crits Olm the Summoner for 401.
11/1 21:40:43.046  Olm the Summoner suffers 226 Shadow damage from Lutziffer 's Curse of Agony.
11/1 21:40:43.046  Naewenn casts Prayer of Mending.
11/1 21:40:43.046  Olm the Summoner suffers 229 Shadow damage from Lavode 's Siphon Life.
11/1 21:40:43.062  Olm the Summoner suffers 320 Shadow damage from Extremehorde 's Curse of Agony.
11/1 21:40:43.062  Olm the Summoner suffers 162 Physical damage from Mechanicbob 's Rupture.
11/1 21:40:43.062  Demonea gains 19 Mana from Mana Spring Totem V 's Mana Spring.
11/1 21:40:43.109  Siid gains 504 Mana from Siid 's Illumination.
11/1 21:40:43.109  Kikoman gains 50 Focus from Krakenskull 's Go for the Throat.
11/1 21:40:43.109  Demonea 's Lesser Healing Wave heals Krakenskull for 2022.
11/1 21:40:43.109  Chiv 's Flash of Light heals Defaca for 1335.
11/1 21:40:43.109  Lavode 's Shadowmend heals Lavode for 6.
11/1 21:40:43.109  Lavode 's Siphon Life heals Lavode for 288.
11/1 21:40:43.109  Extremehorde 's Shadowmend heals Extremehorde for 8.
11/1 21:40:43.109  Shagz suffers 900 Shadow damage from Olm the Summoner 's Dark Decay.
11/1 21:40:43.218  Chadu crits Olm the Summoner for 758.
11/1 21:40:43.375  Olm the Summoner suffers 500 Shadow damage from Extremehorde 's Unstable Affliction.
11/1 21:40:43.375  Ceedar hits Olm the Summoner for 157. (glancing)
11/1 21:40:43.375  Mechanicbob hits Olm the Summoner for 459.
11/1 21:40:43.375  Caridwen 's Arcane Missiles hits Olm the Summoner for 601 Arcane damage. (177 resisted)
11/1 21:40:43.484  Kiggler the Crazed 's Lightning Bolt hits Krakenskull for 376 Nature damage. (1128 resisted)
11/1 21:40:43.484  Olm the Summoner suffers 258 Fire damage from Lavode 's Immolate.
11/1 21:40:43.500  Kiggler the Crazed casts Greater Polymorph on Krakenskull.
11/1 21:40:43.515  Bansheel gains Fade.
11/1 21:40:43.515  Chiv begins to cast Flash of Light.
11/1 21:40:43.515  Shagz 's Prayer of Mending heals Shagz for 1508.
11/1 21:40:43.515  Shagz casts Prayer of Mending.
11/1 21:40:43.515  Extremehorde 's Shadowmend heals Extremehorde for 12.
11/1 21:40:43.515  Mechanicbob 's Instant Poison VII hits Olm the Summoner for 200 Nature damage.
11/1 21:40:43.593  Your Devastate hits High King Maulgar for 214.
11/1 21:40:43.593  Olm the Summoner attacks. Shagz dodges.
11/1 21:40:43.625  You fail to perform Devastate: Not yet recovered.
11/1 21:40:43.750  Rok 's Lightning Bolt hits Kiggler the Crazed for 451 Nature damage. (150 resisted)
11/1 21:40:43.765  Trigaar 's Frostbolt hits Kiggler the Crazed for 1246 Frost damage.
11/1 21:40:43.765  Olm the Summoner 's Death Coil hits Shagz for 1863 Shadow damage.
11/1 21:40:43.765  Olm the Summoner suffers 520 Shadow damage from Lavode 's Unstable Affliction.
11/1 21:40:43.765  Olm the Summoner suffers 219 Shadow damage from Extremehorde 's Siphon Life.
11/1 21:40:43.765  Chadu hits Olm the Summoner for 196.
11/1 21:40:43.812  You fail to perform Devastate: Not yet recovered.
11/1 21:40:43.953  Mallousx 's Auto Shot crits Olm the Summoner for 1786.
11/1 21:40:43.968  Lavode 's Shadow Bolt crits Olm the Summoner for 2971 Shadow damage.
11/1 21:40:43.968  Shield Block fades from you.
11/1 21:40:43.984  Shagz is afflicted by Death Coil.
11/1 21:40:43.984  Krakenskull is afflicted by Greater Polymorph.
11/1 21:40:43.984  Ceedar gains Prayer of Mending.
11/1 21:40:44.062  You fail to perform Devastate: Not yet recovered.
11/1 21:40:44.093  You fail to perform Devastate: Not yet recovered.
11/1 21:40:44.093  Lavode 's Shadowmend heals Lavode for 13.
11/1 21:40:44.093  Your Heroic Strike hits High King Maulgar for 273.
11/1 21:40:44.109  Extremehorde 's Shadowmend heals Extremehorde for 6.
11/1 21:40:44.109  Extremehorde 's Siphon Life heals Extremehorde for 262.
11/1 21:40:44.109  Ceedar 's Mangle (Cat) crits Olm the Summoner for 1430.
11/1 21:40:44.109  Lavode 's Shadowmend heals Lavode for 75.
11/1 21:40:44.109  Siid 's Flash of Light heals you for 1699.
11/1 21:40:44.109  Olm the Summoner suffers 514 Shadow damage from Extremehorde 's Corruption.
11/1 21:40:44.140  Mechanicbob hits Olm the Summoner for 141. (glancing)
11/1 21:40:44.265  Krosh Firehand 's Greater Fireball hits Defaca for 2250 Fire damage.
11/1 21:40:44.359  Ceedar 's Improved Leader of the Pack heals Ceedar for 467.
11/1 21:40:44.468  Extremehorde 's Shadowmend heals Extremehorde for 13.
11/1 21:40:44.468  Ceedar attacks. Olm the Summoner parries.
11/1 21:40:44.468  Caridwen 's Arcane Missiles hits Olm the Summoner for 800 Arcane damage.
11/1 21:40:44.718  Ugor attacks. Olm the Summoner parries.
11/1 21:40:44.718  Chadu hits Olm the Summoner for 334.
11/1 21:40:44.734  Kiggler the Crazed is afflicted by Winter's Chill (3).
11/1 21:40:44.765  You fail to perform Shield Slam: Not yet recovered.
11/1 21:40:45.000  Olm the Summoner hits Ugor for 1337.
11/1 21:40:45.000  Chadu crits Olm the Summoner for 376.
11/1 21:40:45.000  High King Maulgar misses you.
11/1 21:40:45.125  Olm the Summoner suffers 226 Shadow damage from Lutziffer 's Curse of Agony.
11/1 21:40:45.125  Olm the Summoner suffers 320 Shadow damage from Extremehorde 's Curse of Agony.
11/1 21:40:45.125  Demonea gains 19 Mana from Mana Spring Totem V 's Mana Spring.
11/1 21:40:45.125  Shagz suffers 900 Shadow damage from Olm the Summoner 's Dark Decay.
11/1 21:40:45.125  Chadu performs Feint on Olm the Summoner.
11/1 21:40:45.125  Shagz gains Renew.
11/1 21:40:45.234  Mallousx begins to perform Steady Shot.
11/1 21:40:45.234  Chiv 's Flash of Light critically heals Defaca for 1963.
11/1 21:40:45.250  Mechanicbob 's Sinister Strike hits Olm the Summoner for 530.
11/1 21:40:45.250  Extremehorde 's Shadowmend heals Extremehorde for 7.
11/1 21:40:45.250  Your Shield Slam hits High King Maulgar for 555.
11/1 21:40:45.250  Wild Fel Stalker hits Olm the Summoner for 1324.
11/1 21:40:45.250  Bansheel begins to cast Flash Heal.
11/1 21:40:45.281  You fail to perform Shield Slam: Not yet recovered.
11/1 21:40:45.343  Mechanicbob 's Mind-numbing Poison III fails. Olm the Summoner is immune.
11/1 21:40:45.343  Mechanicbob hits Olm the Summoner for 174. (glancing)
11/1 21:40:45.359  You hit High King Maulgar for 103. (glancing)
11/1 21:40:45.359  Ceedar crits Olm the Summoner for 436.
11/1 21:40:45.359  Caridwen 's Arcane Missiles hits Olm the Summoner for 800 Arcane damage.
11/1 21:40:45.359  Mechanicbob crits Olm the Summoner for 956.
11/1 21:40:45.359  Trigaar begins to cast Frostbolt.
11/1 21:40:45.453  You fail to perform Shield Slam: Not yet recovered.
11/1 21:40:45.578  You fail to perform Shield Slam: Not yet recovered.
11/1 21:40:45.640  Extremehorde casts Life Tap.
11/1 21:40:45.656  High King Maulgar 's Arcing Smash misses you.
11/1 21:40:45.656  Extremehorde gains 1790 Mana from Extremehorde 's Life Tap.
11/1 21:40:45.656  Defaca begins to cast Scorch.
11/1 21:40:45.656  Chiv begins to cast Flash of Light.
11/1 21:40:45.734  You fail to perform Shield Slam: Not yet recovered.
11/1 21:40:45.906  You fail to perform Shield Slam: Not yet recovered.
11/1 21:40:45.906  Chadu attacks. Olm the Summoner parries.
11/1 21:40:45.906  Lutziffer 's Shadow Bolt hits Olm the Summoner for 752 Shadow damage. (665 resisted)
11/1 21:40:46.046  Mechanicbob 's Improved Leader of the Pack heals Mechanicbob for 390.
11/1 21:40:46.046  Siid 's Flash of Light heals you for 1690.
11/1 21:40:46.046  Caridwen 's Fire Blast hits Olm the Summoner for 1292 Fire damage.
11/1 21:40:46.046  Chadu hits Olm the Summoner for 269. (glancing)
11/1 21:40:46.171  Olm the Summoner suffers 172 Shadow damage from Lavode 's Siphon Life. (51 resisted)
11/1 21:40:46.171  Ugor hits Olm the Summoner for 161. (glancing)
11/1 21:40:46.203  You fail to perform Revenge: Not yet recovered.
11/1 21:40:46.296  Olm the Summoner hits Ugor for 2381. (crushing)
11/1 21:40:46.296  Olm the Summoner suffers 251 Shadow damage from Extremehorde 's Unstable Affliction. (221 resisted)
11/1 21:40:46.312  Chiv gains 108 Mana from Chiv 's Illumination.
11/1 21:40:46.312  Lavode 's Shadowmend heals Lavode for 4.
11/1 21:40:46.312  Lavode 's Siphon Life heals Lavode for 216.
11/1 21:40:46.312  Extremehorde 's Shadowmend heals Extremehorde for 6.
11/1 21:40:46.406  You fail to perform Revenge: Not yet recovered.
11/1 21:40:46.421  Ugor 's Bloodthirst hits Olm the Summoner for 417.
11/1 21:40:46.421  Ceedar hits Olm the Summoner for 171. (glancing)
11/1 21:40:46.421  Caridwen 's Arcane Missiles hits Olm the Summoner for 800 Arcane damage.
11/1 21:40:46.421  Mechanicbob hits Olm the Summoner for 135. (glancing)
11/1 21:40:46.640  Olm the Summoner suffers 258 Fire damage from Lavode 's Immolate.
11/1 21:40:46.656  Trigaar 's Frostbolt hits Kiggler the Crazed for 1247 Frost damage.
11/1 21:40:46.656  Olm the Summoner suffers 520 Shadow damage from Lavode 's Unstable Affliction.
11/1 21:40:46.687  Olm the Summoner suffers 220 Shadow damage from Extremehorde 's Siphon Life.
11/1 21:40:46.687  Death Coil fades from Shagz.
11/1 21:40:46.703  Caridwen gains Clearcasting.
11/1 21:40:46.703  Ugor gains Bloodthirst.
11/1 21:40:46.703  Ugor 's Bloodthirst heals Ugor for 30.
11/1 21:40:46.703  Ugor 's Bloodthirst heals Ugor for 30.
11/1 21:40:46.703  Lavode 's Shadowmend heals Lavode for 13.
11/1 21:40:46.703  Extremehorde 's Shadowmend heals Extremehorde for 5.
11/1 21:40:46.781  Extremehorde 's Siphon Life heals Extremehorde for 263.
11/1 21:40:46.781  Bansheel 's Flash Heal critically heals Defaca for 3336.
11/1 21:40:46.781  Saldrin 's Greater Heal heals Saldrin for 4172.
11/1 21:40:46.781  Lutziffer begins to cast Shadow Bolt.
11/1 21:40:46.796  Your Revenge is parried by High King Maulgar.
11/1 21:40:46.968  You fail to perform Revenge: Not yet recovered.
11/1 21:40:47.078  You hit High King Maulgar for 79. (54 blocked)
11/1 21:40:47.078  Chadu crits Olm the Summoner for 400.
11/1 21:40:47.078  Olm the Summoner suffers 132 Nature damage from Mallousx 's Serpent Sting.
11/1 21:40:47.093  Olm the Summoner suffers 291 Shadow damage from Lutziffer 's Curse of Agony.
11/1 21:40:47.093  Olm the Summoner suffers 514 Shadow damage from Extremehorde 's Corruption.
11/1 21:40:47.093  Extremehorde casts Life Tap.
11/1 21:40:47.125  You fail to perform Revenge: Not yet recovered.
11/1 21:40:47.156  Olm the Summoner suffers 320 Shadow damage from Extremehorde 's Curse of Agony.
11/1 21:40:47.156  Demonea gains 19 Mana from Mana Spring Totem V 's Mana Spring.
11/1 21:40:47.156  Shagz suffers 900 Shadow damage from Olm the Summoner 's Dark Decay.
11/1 21:40:47.156  Weakened Soul fades from Saldrin.
11/1 21:40:47.171  Ugor gains Renew.
11/1 21:40:47.187  Saldrin gains 300 Mana from Saldrin 's Mana Restore.
11/1 21:40:47.187  Ameraves 's Intercept Stun hits Olm the Summoner for 82.
11/1 21:40:47.187  Ceedar 's Rake crits Olm the Summoner for 369.
11/1 21:40:47.187  Extremehorde 's Shadowmend heals Extremehorde for 12.
11/1 21:40:47.187  Extremehorde gains 1789 Mana from Extremehorde 's Life Tap.
11/1 21:40:47.187  Extremehorde 's Shadowmend heals Extremehorde for 7.
11/1 21:40:47.187  Mallousx 's Steady Shot hits Olm the Summoner for 817.
11/1 21:40:47.390  Chadu crits Olm the Summoner for 684.
11/1 21:40:47.390  High King Maulgar hits you for 3911.
11/1 21:40:47.390  Ceedar hits Olm the Summoner for 151. (glancing)
11/1 21:40:47.531  You fail to perform Revenge: Not yet recovered.
11/1 21:40:47.578  Kiggler the Crazed is afflicted by Winter's Chill (4).
11/1 21:40:47.578  Mechanicbob gains 15 Energy from Mechanicbob 's Combat Potency.
11/1 21:40:47.578  Chadu 's Improved Leader of the Pack heals Chadu for 459.
11/1 21:40:47.593  Defaca 's Scorch hits Krosh Firehand for 607 Fire damage. (160 resisted)
11/1 21:40:47.593  Chiv 's Flash of Light heals Defaca for 1361.
11/1 21:40:47.687  Mechanicbob hits Olm the Summoner for 200.
11/1 21:40:47.750  You fail to perform Revenge: Not yet recovered.
11/1 21:40:47.828  Ugor hits Olm the Summoner for 223.
11/1 21:40:47.828  Caridwen begins to cast Arcane Blast.
11/1 21:40:47.828  Shagz gains 617 health from Naewenn 's Renew.
11/1 21:40:47.828  Mallousx 's Auto Shot hits Olm the Summoner for 718.
11/1 21:40:48.062  Mechanicbob hits Olm the Summoner for 406.
11/1 21:40:48.062  Chiv begins to cast Flash of Light.
11/1 21:40:48.078  Arcane Blast fades from Caridwen.
11/1 21:40:48.093  Defaca gains Inspiration.
11/1 21:40:48.093  Ugor is afflicted by Dark Decay.
11/1 21:40:48.093  You reflect 22 Fire damage to High King Maulgar.
11/1 21:40:48.093  Siid 's Flash of Light critically heals you for 2553.
11/1 21:40:48.093  Wild Fel Stalker hits Olm the Summoner for 1642.
11/1 21:40:48.140  Chadu attacks. Olm the Summoner parries.
11/1 21:40:48.265  Krosh Firehand 's Greater Fireball hits Defaca for 2208 Fire damage.
11/1 21:40:48.375  Mallousx 's Arcane Shot hits Olm the Summoner for 846 Arcane damage.
11/1 21:40:48.375  Mechanicbob 's Instant Poison VII was resisted by Olm the Summoner.
11/1 21:40:48.375  Olm the Summoner attacks. Ugor dodges.
11/1 21:40:48.390  Ameraves gains Leader of the Pack.
11/1 21:40:48.390  Ugor 's Bloodthirst heals Ugor for 30.
11/1 21:40:48.531  Mechanicbob 's Sinister Strike hits Olm the Summoner for 518.
11/1 21:40:48.531  Ameraves 's Mortal Strike crits Olm the Summoner for 1975.
11/1 21:40:48.531  Ceedar hits Olm the Summoner for 164. (glancing)
11/1 21:40:48.531  Ameraves hits Olm the Summoner for 855.
11/1 21:40:48.546  You hit High King Maulgar for 169.
11/1 21:40:48.843  Your Devastate is parried by High King Maulgar.
11/1 21:40:48.843  Chadu crits Olm the Summoner for 740.
11/1 21:40:48.859  Ameraves 's Improved Leader of the Pack heals Ameraves for 575.
11/1 21:40:48.859  Mechanicbob crits Olm the Summoner for 392.
11/1 21:40:48.968  You fail to perform Devastate: Not yet recovered.
11/1 21:40:49.109  Naewenn begins to cast Greater Heal.
11/1 21:40:49.125  Olm the Summoner suffers 290 Shadow damage from Lutziffer 's Curse of Agony.
11/1 21:40:49.125  Olm the Summoner suffers 229 Shadow damage from Lavode 's Siphon Life.
11/1 21:40:49.125  Olm the Summoner suffers 300 Shadow damage from Extremehorde 's Curse of Agony. (88 resisted)
11/1 21:40:49.125  Extremehorde begins to cast Shadow Bolt.
11/1 21:40:49.140  Rok 's Lightning Bolt was resisted by Kiggler the Crazed.
11/1 21:40:49.187  You fail to perform Devastate: Not yet recovered.
11/1 21:40:49.328  Demonea gains 18 Mana from Mana Spring Totem V 's Mana Spring.
11/1 21:40:49.328  Shagz suffers 900 Shadow damage from Olm the Summoner 's Dark Decay.
11/1 21:40:49.328  Chadu hits Olm the Summoner for 207.
11/1 21:40:49.328  Shadow Trance fades from Extremehorde.
11/1 21:40:49.343  Siid gains 108 Mana from Siid 's Illumination.
11/1 21:40:49.343  Demonea 's Lesser Healing Wave heals Krakenskull for 2078.
11/1 21:40:49.343  Lavode 's Shadowmend heals Lavode for 6.
11/1 21:40:49.343  Lavode 's Siphon Life heals Lavode for 288.
11/1 21:40:49.343  Extremehorde 's Shadowmend heals Extremehorde for 7.
11/1 21:40:49.359  High King Maulgar hits you for 4564.
11/1 21:40:49.359  Bansheel begins to cast Flash Heal.
11/1 21:40:49.390  You fail to perform Devastate: Not yet recovered.
11/1 21:40:49.453  Olm the Summoner suffers 500 Shadow damage from Extremehorde 's Unstable Affliction.
11/1 21:40:49.453  Ugor hits Olm the Summoner for 154. (54 blocked)
